,numPhotos,price,propertyType,size,exterior,rooms,bathrooms,address,municipality,latitude,longitude,showAddress,distance,hasVideo,status,newDevelopment,hasPlan,has3DTour,has360,topNewDevelopment,floor,district,neighborhood,hasLift
233,28,550.0,flat,57.0,False,2,1,Glorieta del Clavel,Aranjuez,400.342.868,-3.593.946,False,43521,True,good,False,True,False,True,False,bj,Foso-Moreras,Desconocido,False
234,45,710.0,flat,36.0,True,1,1,Calle de Sebastián Elcano,Madrid,404.060.404,-36.965.218,False,1315,True,good,False,True,False,True,False,bj,Arganzuela,Palos de Moguer,False
235,26,730.0,flat,51.0,True,2,1,Calle de Getafe,Madrid,403.440.558,-37.092.341,False,8093,True,good,False,True,False,True,False,2,Villaverde,Villaverde Alto,False
236,21,750.0,studio,23.0,True,0,1,Calle de la Princesa,Madrid,404.260.458,-37.137.453,False,1367,True,good,False,False,False,False,False,8,Centro,Malasaña-Universidad,True
237,27,690.0,flat,33.0,False,1,1,Calle Ana María,Madrid,404.637.578,-37.033.911,False,5232,True,good,False,True,False,True,False,3,Tetuán,Valdeacederas,True
238,32,740.0,flat,73.0,True,3,1,Calle de Enrique Granados,Parla,402.284.935,-37.769.246,False,21838,True,good,False,True,False,True,False,4,Fuentebella-San Felix-El Leguario,Desconocido,True
239,38,750.0,duplex,66.0,True,1,1,Calle del Capitán Blanco Argibay,Madrid,404.671.802,-37.080.651,False,5627,True,good,False,True,False,True,False,bj,Tetuán,Valdeacederas,True
240,29,720.0,flat,44.0,False,3,1,Avenida de Espinela,Madrid,403.432.945,-37.089.766,False,8176,True,good,False,True,False,True,False,2,Villaverde,Villaverde Alto,False
241,27,475.0,flat,79.0,True,2,2,rivero,Navalafuente,408.214.857,-36.735.554,False,45077,False,good,False,False,False,False,False,2,Desconocido,Desconocido,True
242,26,740.0,flat,41.0,True,2,1,Travesía Doctor Sánchez,Madrid,403.831.822,-36.677.543,False,4787,True,good,False,True,False,True,False,2,Puente de Vallecas,San Diego,False
243,31,740.0,flat,57.0,True,1,1,Calle del Ánsar,Madrid,404.019.497,-37.416.593,False,3642,True,good,False,True,False,True,False,1,Latina,Los Cármenes,True
244,33,740.0,flat,62.0,True,2,1,Transcantábrico,Colmenar Viejo,406.500.693,-37.867.419,False,26890,False,good,False,False,False,True,False,1,San Crispín - La Estación Consorcio,Desconocido,True
245,47,700.0,flat,74.0,False,2,1,Calle Rosa Montero,Getafe,403.285.563,-37.235.629,False,9950,True,good,False,True,False,True,False,4,Getafe norte,Desconocido,False
246,22,730.0,flat,35.0,False,1,1,Hernán Cortes,Madrid,404.234.164,-3.701.547,False,760,False,good,False,False,False,False,False,2,Centro,Chueca-Justicia,True
247,25,700.0,studio,28.0,True,0,1,SANTUARIO DE VALVERDE,Madrid,40.503.863,-3.708.243,False,9700,False,good,False,False,False,False,False,3,Fuencarral,Montecarmelo,True
248,28,600.0,chalet,180.0,False,3,2,Meco,Meco,405.533.779,-33.233.069,False,35543,False,good,False,False,False,False,False,Desconocido,Desconocido,Desconocido,True
249,23,750.0,flat,109.0,True,2,2,Hospital,Valdemoro,401.969.978,-36.896.474,False,24455,False,good,False,False,False,False,False,3,Hospital,Desconocido,True
250,16,749.0,flat,38.0,True,1,1,"Calle Peso Hispano, 6",Madrid,403.670.279,-3.743.863,True,6506,False,good,False,False,False,True,False,2,Carabanchel,Pau de Carabanchel,True
251,7,700.0,studio,30.0,False,0,1,Calle de Narciso Serra,Madrid,404.029.147,-36.812.663,False,2411,False,good,False,False,False,False,False,bj,Retiro,Pacífico,True
252,15,667.0,flat,70.0,True,1,1,"Calle Estrella Polar, 2",Parla,402.306.942,-37.574.148,True,21185,False,good,False,False,False,False,False,8,Parla Este,Desconocido,True
253,22,725.0,flat,45.0,False,1,1,Calle de Deyanira,Madrid,404.444.556,-35.859.227,False,10398,False,good,False,False,False,False,False,1,San Blas,Rejas,True
254,21,550.0,penthouse,70.0,True,3,1,Ortega y Gasset,Robledo de Chavela,405.236.154,-42.481.052,False,47595,False,good,False,False,False,False,False,3,Desconocido,Desconocido,False
255,29,695.0,flat,55.0,True,3,1,Calle Real,Parla,402.461.268,-37.689.141,False,19765,True,good,False,True,False,True,False,4,Villayuventus-Renfe,Desconocido,False
256,35,750.0,flat,105.0,True,3,1,"san juan, campo real",Campo Real,403.374.662,-33.794.101,False,28810,False,good,False,False,False,False,False,1,Desconocido,Desconocido,False
257,24,699.0,flat,52.0,True,1,1,"Calle Trole, 9",Madrid,403.809.876,-36.338.528,True,7092,False,good,False,False,False,False,False,3,Puente de Vallecas,Palomeras sureste,True
258,18,750.0,studio,32.0,True,0,1,Calle Caribe,Madrid,404.415.195,-36.538.927,False,5006,True,good,False,False,False,False,False,14,Ciudad Lineal,San Pascual,True
259,14,730.0,flat,80.0,True,3,1,MAESTRO SERRANO,Collado Villalba,406.324.167,-40.173.039,False,35774,False,good,False,False,False,False,False,4,Carlos Ruiz,Desconocido,False
260,27,710.0,flat,30.0,True,1,1,Calle del Ventorrillo,Madrid,404.066.932,-3.706.995,False,1156,True,good,False,True,False,True,False,bj,Centro,Lavapiés-Embajadores,False
261,20,650.0,flat,58.0,True,1,1,"Villalobos, 42",Madrid,403.802.956,-36.521.582,True,5924,False,good,False,False,False,False,False,4,Puente de Vallecas,Palomeras sureste,True
262,19,600.0,countryHouse,60.0,False,2,2,"Camino de la zarzuela 42, 95",Villaviciosa de Odón,403.095.217,-39.461.034,True,23776,True,renew,False,False,False,False,False,Desconocido,Centro,Desconocido,True
263,28,740.0,flat,41.0,True,2,1,Calle Milmarcos,Madrid,403.771.936,-36.192.667,False,8358,True,good,False,True,False,True,False,3,Villa de Vallecas,Casco Histórico de Vallecas,False
264,25,525.0,flat,40.0,True,1,1,Calle de Alpajés,Aranjuez,400.381.958,-35.959.919,False,43059,True,good,False,True,False,True,False,3,Foso-Moreras,Desconocido,True
265,11,750.0,studio,35.0,True,0,1,Calle de Juan Álvarez Mendizábal,Madrid,404.255.032,-37.128.468,False,1272,False,good,False,False,False,False,False,4,Moncloa,Argüelles,False
266,28,750.0,flat,74.0,True,3,1,Calle Diego Ros y Medrano,Alcalá de Henares,404.881.971,-3.370.613,False,29245,True,good,False,True,False,True,False,2,Chorrillo,Desconocido,True
267,25,710.0,flat,69.0,True,3,1,Calle Pinzón,Alcalá de Henares,404.731.862,-33.754.457,False,28440,True,good,False,True,False,True,False,5,Reyes Católicos,Desconocido,True
268,27,560.0,studio,46.0,True,0,1,Calle Puerto de Tarancón,Madrid,40.401.323,-3.663.341,False,3786,True,good,False,True,False,True,False,bj,Puente de Vallecas,Numancia,False
269,25,600.0,flat,42.0,True,1,1,Maestro Caballero,Torrejón de Ardoz,40.459.912,-3.487.187,False,18905,False,good,False,False,False,False,False,bj,Noroeste,Desconocido,False
270,17,720.0,flat,44.0,True,1,1,Calle Recesvinto,Madrid,403.942.653,-37.337.412,False,3589,False,good,False,True,False,False,False,ss,Carabanchel,San Isidro,False
271,12,750.0,flat,60.0,True,2,1,Calle Athos,Madrid,404.094.468,-37.323.408,False,2591,False,good,False,False,False,False,False,Desconocido,Latina,Puerta del Ángel,False
272,5,750.0,flat,42.0,False,1,1,"Paseo de las delicias, 125",Madrid,403.927.535,-36.945.366,True,2762,False,good,False,False,False,False,False,4,Arganzuela,Delicias,True
273,15,750.0,studio,90.0,True,0,1,Calle de San Romualdo,Madrid,404.393.937,-36.232.212,False,7228,False,good,False,False,False,False,False,4,San Blas,Simancas,True
274,16,650.0,studio,45.0,False,0,1,"Calle Zabaleta, 36",Madrid,40.442.298,-36.733.654,True,3807,True,good,False,True,False,False,False,bj,Chamartín,Prosperidad,True
275,21,650.0,flat,59.0,True,1,1,Calle la Pila,Parla,40.239.658,-3.776.349,False,20637,True,good,False,False,False,False,False,2,El Nido-Las Fuentes,Desconocido,True
276,61,670.0,flat,75.0,True,2,1,El Mirador - Grillero,Arganda,402.938.125,-34.276.338,False,27056,False,good,False,False,False,False,False,3,El Mirador - Grillero,Desconocido,True
277,16,650.0,flat,45.0,True,1,1,"Calle Garcilaso, 1",Getafe,403.082.527,-37.365.244,True,12383,False,newdevelopment,True,True,False,False,False,2,La Alhóndiga,Desconocido,True
278,7,750.0,flat,32.0,True,1,1,Calle Valentín San Narciso,Madrid,403.850.596,-36.558.159,False,5339,False,good,False,False,False,False,False,2,Puente de Vallecas,Palomeras Bajas,True
279,19,725.0,flat,50.0,True,1,1,Calle de José,Madrid,404.662.887,-36.944.003,False,5564,False,good,False,False,False,False,False,Desconocido,Desconocido,Desconocido,True
280,17,620.0,studio,20.0,False,0,1,"Calle de Canarias, 38",Madrid,404.017.593,-36.925.296,True,1893,False,good,False,False,False,False,False,1,Arganzuela,Palos de Moguer,True
281,17,680.0,flat,35.0,True,1,1,"Gorrión, 62",Madrid,403.964.893,-37.319.279,True,3308,False,good,False,False,False,False,False,bj,Carabanchel,San Isidro,False
282,7,750.0,flat,87.0,True,3,1,Calle Ecuador,Coslada,404.248.733,-35.557.412,False,12519,False,good,False,False,False,False,False,bj,La Espinilla - Parque Blanco,Desconocido,True
283,16,670.0,flat,53.0,True,1,1,"Calle Garcilaso, 1",Getafe,403.082.527,-37.365.244,True,12383,False,newdevelopment,True,True,False,False,False,1,La Alhóndiga,Desconocido,True
284,28,600.0,flat,75.0,True,3,1,Paseo de los Curas,Alcalá de Henares,404.765.201,-33.726.216,False,28756,False,good,False,False,False,False,False,Desconocido,Desconocido,Desconocido,True
285,11,750.0,flat,70.0,True,2,1,Calle Sierra de Peñalara,Alcorcón,403.468.848,-3.820.639,False,12614,False,good,False,False,False,False,False,4,Centro,Zona Centro Joven,False
286,15,700.0,flat,36.0,True,2,1,Calle Agua,Pozuelo de Alarcón,404.335.309,-38.135.961,False,9525,False,good,False,False,False,False,False,3,Zona Pueblo,Zona Pueblo,False
287,13,695.0,flat,58.0,False,1,1,Calle Nuestra Señora de la Antigua,Madrid,403.749.437,-37.414.692,False,5659,True,good,False,True,False,True,False,1,Carabanchel,Puerta Bonita,True
288,28,710.0,flat,66.0,True,1,1,Avenida París,Arganda,403.007.749,-34.502.406,False,25013,False,good,False,False,False,False,False,2,Centro,Desconocido,True
289,23,620.0,flat,80.0,True,2,1,Calle de la Fuente Nueva,Bustarviejo,408.598.935,-37.084.025,False,49280,False,good,False,False,False,False,False,2,Desconocido,Desconocido,False
290,22,700.0,flat,80.0,True,3,1,"Tomillo, 7",Collado Mediano,40.691.275,-40.255.528,True,40907,False,good,False,False,False,False,False,1,Desconocido,Desconocido,False
291,47,715.0,flat,89.0,True,3,1,Ronda del Mediodía,Chinchón,401.366.254,-34.203.324,False,39316,False,good,False,False,False,False,False,bj,Desconocido,Desconocido,False
292,21,750.0,flat,50.0,True,1,1,"Embalse de Navacerrada, 55",Madrid,403.591.421,-35.946.665,True,11203,False,good,False,False,False,False,False,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,True
293,11,750.0,flat,45.0,True,1,1,Santa Susana,Madrid,404.799.197,-36.483.367,False,8426,False,good,False,True,False,False,False,2,Hortaleza,Pinar del Rey,True
294,20,550.0,studio,25.0,False,0,1,Calle Juan del Risco,Madrid,404.585.171,-37.045.191,False,4650,False,good,False,False,False,False,False,bj,Tetuán,Berruguete,False
295,22,730.0,flat,60.0,True,1,1,Calle de la Huerta del Convento,Colmenar Viejo,406.620.032,-37.670.979,False,27803,False,good,False,False,False,False,False,Desconocido,Centro,Desconocido,False
296,28,750.0,penthouse,46.0,True,2,1,Calle Leonor González,Madrid,403.996.612,-3.663.134,False,3889,False,good,False,False,False,False,False,4,Puente de Vallecas,Numancia,True
297,16,700.0,flat,45.0,True,1,1,Avenida de Vicálvaro,Coslada,404.189.818,-35.392.291,False,13887,False,good,False,False,False,False,False,bj,Ciudad 70,Desconocido,False
298,15,680.0,flat,85.0,True,2,1,Calle Paraguay,Coslada,404.232.434,-35.463.304,False,13303,False,renew,False,False,False,False,False,bj,Valleaguado - La Cañada,Desconocido,True
299,19,600.0,flat,28.0,False,1,1,"Calle de Francos Rodríguez, 25",Madrid,404.564.005,-37.056.355,True,4418,True,good,False,False,False,False,False,4,Tetuán,Bellas Vistas,False
300,21,750.0,flat,80.0,True,2,1,Colmenarejo,Colmenarejo,405.602.502,-40.174.547,False,30995,False,good,False,False,False,False,False,1,Desconocido,Desconocido,False
301,4,700.0,flat,62.0,True,1,1,Plaza de España,Alcorcón,403.492.684,-38.292.227,False,13040,False,good,False,False,False,False,False,2,Centro,Casco Antiguo,True
302,18,690.0,flat,77.0,True,2,1,"Calle Francisco Lizcano, 22",Madrid,40.366.914,-3.759.137,True,7283,False,good,False,False,False,False,False,bj,Carabanchel,Buena Vista,True
303,15,700.0,flat,50.0,True,1,1,Calle José Anduiza,Madrid,404.860.308,-36.861.008,False,7844,False,good,False,False,False,False,False,bj,Fuencarral,Tres Olivos - Valverde,False
304,13,750.0,flat,87.0,True,2,1,"Avenida de Roma, 5",Coslada,404.226.492,-35.407.224,True,13773,False,good,False,False,False,False,False,5,Ciudad 70,Desconocido,True
305,15,735.0,flat,51.0,True,1,1,Calle de Lina Odena,Getafe,402.970.317,-37.555.218,False,14023,False,good,False,False,False,False,False,4,Buenavista,Desconocido,True
306,15,700.0,flat,80.0,True,3,1,"Calle Huesca, 10",Móstoles,403.193.269,-38.696.862,True,17777,False,good,False,False,False,False,False,5,Suroeste,Desconocido,True
307,17,725.0,flat,75.0,True,3,1,Calle de Málaga,Fuenlabrada,402.889.156,-3.796.248,False,16247,False,good,False,False,False,False,False,Desconocido,Centro,Desconocido,False
308,20,733.0,flat,68.4,True,2,1,Calle de Honduras,Alcalá de Henares,405.045.743,-33.862.578,False,28541,False,good,False,False,True,False,False,2,Las Sedas - El Olivar,Desconocido,True
309,19,750.0,flat,36.0,True,1,1,Calle y Travesía del Poeta Blas de Otero,Madrid,404.219.077,-36.536.601,False,4237,True,good,False,False,False,False,False,bj,Ciudad Lineal,Ventas,True
310,20,675.0,flat,69.0,True,2,1,"Calle de Camarena, 246",Madrid,403.873.972,-37.578.528,True,5656,False,good,False,False,False,False,False,bj,Latina,Aluche,False
311,23,650.0,flat,85.0,True,2,1,"Calle Magerit, 1",Guadarrama,406.768.267,-40.809.054,True,43066,True,good,False,False,False,False,False,2,Desconocido,Desconocido,False
312,15,730.0,flat,52.0,True,1,1,Calle Cantueso,Madrid,404.695.795,-3.703.982,False,5879,True,good,False,False,False,False,False,bj,Tetuán,Valdeacederas,True
313,19,700.0,flat,97.0,True,1,1,"Vereda Carpetana, 7",Loeches,403.984.812,-34.136.208,True,24605,False,good,False,False,False,False,False,bj,Desconocido,Desconocido,True
314,12,690.0,studio,38.0,False,0,1,Calle Manchegos,Madrid,404.687.716,-36.995.272,False,5798,True,good,False,True,False,True,False,2,Tetuán,Valdeacederas,True
315,23,700.0,flat,70.0,True,2,1,"Calle Nuevo Guadarrama, 11",Guadarrama,406.800.109,-40.786.891,True,43166,False,good,False,False,False,False,False,1,Desconocido,Desconocido,False
316,24,600.0,duplex,89.0,True,2,2,Calle de la Cruz Verde,Miraflores de la Sierra,408.138.507,-37.658.572,False,44474,False,good,False,False,False,False,False,2,Desconocido,Desconocido,False
317,18,700.0,studio,25.0,False,0,1,lavapies,Madrid,404.105.363,-37.021.362,False,691,False,good,False,False,False,False,False,bj,Centro,Lavapiés-Embajadores,False
318,21,690.0,flat,60.0,True,2,1,Sevilla la Nueva,Sevilla la Nueva,403.466.075,-4.033.115,False,29005,False,good,False,False,False,False,False,bj,Desconocido,Desconocido,False
319,35,750.0,duplex,114.0,True,3,3,"Paseo de la Pradera, 15",Serranillos del Valle,402.047.852,-38.838.069,True,28099,False,good,False,False,False,False,False,1,Desconocido,Desconocido,False
320,31,700.0,studio,51.0,True,0,1,Cutanga,Madrid,404.731.048,-36.359.512,False,8471,True,good,False,False,False,False,False,bj,Hortaleza,Pinar del Rey,False
321,32,670.0,flat,61.0,True,1,1,Isla de Lobeira,Collado Villalba,406.206.783,-40.207.422,False,35136,False,good,False,False,False,False,False,bj,Parque de la Coruña - Las Suertes,Desconocido,True
322,15,750.0,flat,80.0,True,2,1,Hierro,Valdemoro,401.929.115,-36.657.067,False,25085,False,good,False,False,False,False,False,4,Zona Estación,Desconocido,True
323,24,740.0,studio,33.0,True,0,1,Pedroñeras,Madrid,404.667.197,-36.300.929,False,8322,False,good,False,False,False,False,False,bj,Hortaleza,Canillas,True
324,19,750.0,flat,110.0,True,4,2,Río Guadiana,Colmenar Viejo,40.662.446,-377.434,False,27976,False,good,False,False,False,False,False,1,El Mirador,Desconocido,False
325,9,750.0,flat,62.0,True,2,1,barrio Portazgo,Madrid,403.877.769,-3.647.613,False,5703,False,good,False,True,False,False,False,3,Puente de Vallecas,Portazgo,False
326,21,750.0,studio,70.0,True,0,1,"Avenida Matapiñonera, 11",San Sebastián de los Reyes,405.474.992,-36.169.124,True,16273,True,good,False,False,False,False,False,bj,Pol. Industrial sur,Desconocido,True
327,11,650.0,studio,28.0,True,0,1,Calle de Federico Gutiérrez,Madrid,40.437.054,-36.453.254,False,5399,False,good,False,False,False,False,False,bj,Ciudad Lineal,Quintana,False
328,18,625.0,flat,51.0,True,1,1,Avenida de Atenas,Arganda,402.983.085,-34.522.637,False,25010,True,good,False,False,False,False,False,2,Centro,Desconocido,True
329,18,700.0,flat,35.0,True,1,1,Avenida de Menéndez Pelayo,Madrid,404.125.396,-36.770.413,False,2266,True,good,False,False,False,False,False,bj,Retiro,Jerónimos,True
330,25,750.0,flat,95.0,True,2,2,Calle Praofuentes,Colmenarejo,405.585.061,-40.155.657,False,30759,False,good,False,False,False,False,False,1,Desconocido,Desconocido,False
331,37,600.0,studio,25.0,False,0,1,Calle San Basilio,Madrid,403.824.905,-37.062.754,False,3812,True,good,False,False,False,False,False,bj,Usera,Pradolongo,False
332,25,750.0,flat,89.0,True,2,2,Calle Fuenlabrada,Getafe,403.035.699,-37.358.627,False,12878,True,good,False,False,False,False,False,2,San Isidro,Desconocido,True
333,32,700.0,flat,55.0,True,1,1,Negrillos,Valdemorillo,404.988.499,-40.658.113,False,32004,True,good,False,False,False,False,False,1,Valdemorillo pueblo,Desconocido,True
334,34,750.0,flat,90.0,True,3,2,Campo Real,Campo Real,403.387.599,-33.797.774,False,28736,False,good,False,False,False,False,False,2,Desconocido,Desconocido,True
335,28,750.0,flat,48.0,True,2,1,Calle de Sarria,Madrid,404.774.266,-37.156.078,False,6832,False,good,False,False,False,False,False,2,Fuencarral,Pilar,True
336,27,625.0,flat,57.0,True,2,1,de las flores,Aranjuez,400.318.018,-36.022.527,False,43647,False,good,False,False,False,False,False,bj,Centro,Desconocido,False
337,20,750.0,flat,46.0,True,1,1,Centro Urbano,San Sebastián de los Reyes,405.503.337,-36.291.068,False,16127,False,good,False,True,False,False,False,1,Centro Urbano,Desconocido,False
338,7,695.0,flat,59.0,True,1,1,"Calle de Berrocal, 52",Madrid,403.422.534,-36.759.117,True,8595,False,good,False,False,False,False,False,4,Villaverde,Butarque,True
339,10,450.0,flat,40.0,True,1,1,Calle de la iglesia,Robledo de Chavela,404.998.294,-42.391.831,False,46273,True,good,False,False,False,False,False,1,Desconocido,Desconocido,False
340,15,720.0,flat,58.0,True,2,1,Calle malaga,Alcorcón,403.413.409,-38.274.861,False,13451,True,good,False,False,False,False,False,bj,Centro,Casco Antiguo,False
341,20,745.0,flat,73.0,True,2,1,Calle de Honduras,Alcalá de Henares,405.052.934,-33.833.502,False,28800,False,good,False,False,True,False,False,2,Las Sedas - El Olivar,Desconocido,True
342,19,720.0,flat,69.6,True,2,1,Calle de Honduras,Alcalá de Henares,405.061.525,-33.859.746,False,28624,False,good,False,False,True,False,False,2,Las Sedas - El Olivar,Desconocido,True
343,23,750.0,flat,55.0,True,2,1,Calle Isidro Fernandez,Madrid,404.829.488,-36.891.281,False,7462,False,good,False,False,False,False,False,1,Fuencarral,Tres Olivos - Valverde,False
344,19,720.0,studio,48.0,True,0,1,"Calle Hernández Iglesias, 9",Madrid,40.442.797,-36.437.942,True,5808,False,good,False,False,False,False,False,1,Ciudad Lineal,Concepción,True
345,17,725.0,studio,44.0,False,0,1,"Calle de Churruca, 2",Madrid,404.267.756,-37.007.304,True,1140,False,good,False,False,False,False,False,8,Centro,Chueca-Justicia,True
346,14,750.0,flat,80.0,False,2,1,"Calle de Berrocal, 3",Madrid,403.474.728,-36.770.211,True,8011,False,good,False,False,False,False,False,5,Villaverde,Butarque,True
347,14,550.0,flat,86.0,True,2,1,Calle Malacuera,Torrelaguna,408.244.476,-35.374.048,False,47448,False,good,False,False,False,False,False,1,Desconocido,Desconocido,True
348,16,640.0,flat,69.0,True,2,1,"Calle Gonzalo de Berceo, 16",Villalbilla,404.371.512,-33.579.945,True,29311,False,good,False,False,False,False,False,2,Desconocido,Desconocido,True
349,19,700.0,flat,54.0,True,1,1,Calle Núñez de Balboa,Getafe,403.139.255,-37.303.869,False,11656,True,good,False,True,False,True,False,1,Getafe Centro,Desconocido,True
350,16,700.0,flat,59.0,True,1,1,"Calle de las Trompas, 40",Madrid,403.727.138,-3.770.851,True,7529,False,good,False,False,False,False,False,6,Carabanchel,Pau de Carabanchel,True
351,11,700.0,flat,75.0,True,2,1,"Calle Alonso Sánchez, 6",Alcalá de Henares,404.909.687,-33.579.488,True,30359,False,good,False,False,False,False,False,1,Pryconsa - Poligono Europa,Desconocido,False
352,19,695.0,flat,62.0,False,2,1,"Calle de Isabel Rosillo, 11",Alcobendas,405.430.027,-36.356.712,True,15162,False,good,False,False,False,False,False,3,Alcobendas Centro,Desconocido,False
